"Iso"	"Species"	"Period"	"Nutri"	"Pred"	"Phos"	"Trial"	"GrowA"	"GrowP"
"I48"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	1	0.0340150756422895	0
"I48"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	1	0.06279713209998	-0.0624188086599754
"I48"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	1	0.246179499072797	0
"I48"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	1	0.109208402504605	-0.0397959447374349
"I48"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	2	0.0337470035401382	0
"I48"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	2	0.00547869088916927	-0.0397959447374349
"I48"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	2	0.234480075929807	0
"I48"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	2	0.167476298742232	0.191899012091781
"I48"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	3	0.0382991728685823	0
"I48"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	3	-0.108308609314481	-0.0520826077659879
"I48"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	3	0.187341935534934	0
"I48"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	3	0.118243323001789	-0.0520826077659879
"I49"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	1	-0.14538311698134	0
"I49"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	1	-0.127203773469342	0.113133897760844
"I49"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	1	0.144794737378641	0
"I49"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	1	0.106130877267395	0.0499268877801433
"I49"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	2	-0.0246147749100926	0
"I49"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	2	-0.182736233929109	0.11336794055596
"I49"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	2	0.120343912189634	0
"I49"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	2	0.114073622662634	-0.0233516771684543
"I49"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	3	-0.0797717489834261	0
"I49"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	3	-0.154144128115217	-0.0594113702393952
"I49"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	3	0.0738766834816631	0
"I49"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	3	0.0606030588734618	-0.0762554977748016
"I50"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	1	-0.0739318165860813	0
"I50"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	1	-0.13623236686126	0.00651371897902024
"I50"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	1	0.205261621132386	0
"I50"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	1	-0.0253255849599367	0.289925780081433
"I50"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	2	-0.0704564876809607	0
"I50"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	2	-0.24083034071542	-0.0160913322783419
"I50"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	2	0.158838069583216	0
"I50"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	2	0.133328428593419	0.133795556530542
"I50"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	3	-0.0989713847214626	0
"I50"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	3	-0.174063978696577	-0.0502610444828829
"I50"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	3	0.241245508293705	0
"I50"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	3	0.0173669891293618	0.267369466234318
"I51"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	1	-0.0740176500181013	0
"I51"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	1	-0.232665019377845	-0.102213845908573
"I51"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	1	0.148928845069518	0
"I51"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	1	-0.108971917151521	0.291201429323184
"I51"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	2	-0.0933232541182058	0
"I51"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	2	-0.0362761745329563	-0.0333714155198139
"I51"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	2	0.167593650710816	0
"I51"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	2	-0.0319752055074963	0.16059354239602
"I51"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	3	-0.0465564548284639	0
"I51"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	3	-0.192126362304121	0.00114520437467618
"I51"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	3	0.133289020413786	0
"I51"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	3	0.0887341033591186	-0.0454360369910902
"I52"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	1	0.012955546597944	0
"I52"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	1	0.0616423923249845	-0.088368606200204
"I52"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	1	0.0925719205070446	0
"I52"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	1	-0.0410763331742487	0.340811563165767
"I52"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	2	0.0241533717731249	0
"I52"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	2	-0.0332552749753284	-0.0682693276565098
"I52"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	2	0.103344163212232	0
"I52"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	2	0.0709564628432349	0.288438626054248
"I52"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	3	-0.00409981213175575	0
"I52"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	3	-0.0229374408464754	-0.0861269637572502
"I52"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	3	0.0897964722691736	0
"I52"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	3	-0.0463804639746468	0.334959136135018
"I53"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	1	-0.0529919979836823	0
"I53"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	1	-0.0241098471968295	-0.0607690939432274
"I53"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	1	0.189654944356546	0
"I53"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	1	0.0787979302327522	0.105531930376539
"I53"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	2	0.0334940774568549	0
"I53"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	2	-0.200476561320184	-0.0257020380667045
"I53"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	2	0.198163101513397	0
"I53"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	2	0.0906135577935909	0.13841893468728
"I53"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	3	0.0221528896867012	0
"I53"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	3	-0.0625057261233194	-0.035758787417419
"I53"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	3	0.138037707321207	0
"I53"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	3	0.129566106982358	-0.0560978612211892
"I54"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	1	-0.0770041100943975	0
"I54"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	1	-0.161567975020006	-0.0397959447374349
"I54"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	1	0.193062331076565	0
"I54"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	1	0.177099760789789	-0.0902247262527797
"I54"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	2	-0.13398813618037	0
"I54"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	2	-0.165680327145616	-0.0455428819551345
"I54"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	2	0.197667755036493	0
"I54"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	2	0.161946480714165	-0.0780019547953553
"I54"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	3	-0.029218686823933	0
"I54"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	3	-0.125134330397969	-0.0576075034264107
"I54"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	3	0.171641011864803	0
"I54"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	3	0.112711021440598	-0.0577475759379373
"I57"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	1	0.0282571540318751	0
"I57"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	1	0.0295767638440988	-0.00974997834840918
"I57"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	1	0.301687932492846	0
"I57"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	1	0.0702676671879163	-0.191499841320262
"I57"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	2	0.0175685416686187	0
"I57"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	2	-0.153755720528124	0.0629701614455019
"I57"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	2	0.288806029515575	0
"I57"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	2	0.12600896099405	-0.187891246027226
"I57"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	3	0.0282509307226706	0
"I57"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	3	-0.157649004032198	-0.0182863554423984
"I57"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	3	0.297316084214912	0
"I57"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	3	0.287691703842644	-0.182736575124905
"I58"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	1	-0.151270779678969	0
"I58"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	1	-0.186878794002045	-0.189369098228311
"I58"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	1	0.193908313306817	0
"I58"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	1	0.0226638312257714	-0.00540497769491465
"I58"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	2	-0.149364826746257	0
"I58"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	2	-0.192997183459204	-0.2084680986601
"I58"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	2	0.192413052424183	0
"I58"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	2	0.18265605572468	0.0809214987362065
"I58"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	3	-0.163019077743623	0
"I58"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	3	-0.234637811975749	-0.156665427107815
"I58"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	3	0.209100073387082	0
"I58"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	3	0.153590940259351	0.0484426552714849
